kind,rank,world_size,size,latency,average_throughput,total_throughput
pfs,1,4,10MB,0.011280298233032227,4001987477.640716,15644799503.958979
pfs,3,4,10MB,0.01499795913696289,3806162912.3540864,15644799503.958979
pfs,2,4,100MB,0.014176130294799805,36967712401.86563,149775817610.4981
pfs,0,4,100MB,0.007373332977294922,38267690566.66682,149775817610.4981
pfs,1,4,100MB,0.010039567947387695,37802698376.94947,149775817610.4981
pfs,3,4,100MB,0.014314889907836914,36737716265.01619,149775817610.4981
pfs,1,4,1GB,0.011725187301635742,395903102729.5123,1553346781174.5513
pfs,3,4,1GB,0.01738262176513672,376320440312.8768,1553346781174.5513
pfs,2,4,1GB,0.005362987518310547,384453495001.6582,1553346781174.5513
pfs,0,4,1GB,0.008687019348144531,396669743130.504,1553346781174.5513
minio,1,8,1B,0.013679265975952148,692.5663589266862,5584.429795475886
minio,4,8,1B,0.013510704040527344,700.6661604051694,5584.429795475886
minio,2,8,1B,0.014059782028198242,701.7661334454573,5584.429795475886
minio,5,8,1B,0.013877391815185547,696.816254764162,5584.429795475886
minio,7,8,1B,0.013901710510253906,699.5328548485093,5584.429795475886
minio,0,8,1B,0.013955116271972656,697.5829026407262,5584.429795475886
minio,3,8,1B,0.014132976531982422,694.0996546798148,5584.429795475886
minio,6,8,1B,0.013956308364868164,701.3994757653613,5584.429795475886
minio,1,8,1KB,0.001678466796875,705432.6345635608,5616778.400015083
minio,4,8,1KB,0.001577615737915039,706515.9412294391,5616778.400015083
minio,2,8,1KB,0.0018308162689208984,706332.6124090597,5616778.400015083
minio,5,8,1KB,0.00147247314453125,701382.7342588158,5616778.400015083
minio,7,8,1KB,0.0015773773193359375,703216.0224626098,5616778.400015083
minio,0,8,1KB,0.0015959739685058594,696832.8462621268,5616778.400015083
minio,3,8,1KB,0.0018773078918457031,700632.7527209,5616778.400015083
minio,6,8,1KB,0.0018000602722167969,696432.8561085718,5616778.400015083
minio,1,8,1MB,0.0016176700592041016,704935722.4727573,5607286431.936647
minio,4,8,1MB,0.0016481876373291016,704152405.0044683,5607286431.936647
minio,2,8,1MB,0.0017583370208740234,706835683.991586,5607286431.936647
minio,5,8,1MB,0.001641988754272461,693919278.9293739,5607286431.936647
minio,7,8,1MB,0.0015249252319335938,706185697.1561972,5607286431.936647
minio,0,8,1MB,0.0018792152404785156,693335957.4104352,5607286431.936647
minio,3,8,1MB,0.0019073486328125,692819301.2079467,5607286431.936647
minio,6,8,1MB,0.0017864704132080078,705102385.7638826,5607286431.936647
minio,1,8,10MB,0.0018444061279296875,6970050978.410495,55740241495.33619
minio,4,8,10MB,0.001538991928100586,6927885011.610613,55740241495.33619
minio,2,8,10MB,0.0013790130615234375,6990550638.159054,55740241495.33619
minio,5,8,10MB,0.0018851757049560547,7021716787.53288,55740241495.33619
minio,7,8,10MB,0.0015521049499511719,6898385501.240735,55740241495.33619
minio,0,8,10MB,0.0019347667694091797,7028550007.449066,55740241495.33619
minio,3,8,10MB,0.0015726089477539062,6916385202.483373,55740241495.33619
minio,6,8,10MB,0.00177764892578125,6986717368.449974,55740241495.33619
minio,1,8,100MB,0.0016727447509765625,70188585675.88344,559065401306.7483
minio,4,8,100MB,0.0017633438110351562,70011922569.03908,559065401306.7483
minio,2,8,100MB,0.0016939640045166016,69868592123.86346,559065401306.7483
minio,5,8,100MB,0.0015413761138916016,70128586884.8797,559065401306.7483
minio,7,8,100MB,0.001730203628540039,69950257144.95189,559065401306.7483
minio,0,8,100MB,0.0016591548919677734,69626930326.76503,559065401306.7483
minio,3,8,100MB,0.0016827583312988281,69293603710.07755,559065401306.7483
minio,6,8,100MB,0.0015664100646972656,69996922871.28815,559065401306.7483
minio,1,8,1GB,0.001924276351928711,695033705286.7366,5587369006963.011
minio,4,8,1GB,0.0015375614166259766,690167152713.9305,5587369006963.011
minio,2,8,1GB,0.001527547836303711,702700192216.4994,5587369006963.011
minio,5,8,1GB,0.0015637874603271484,706050113679.287,5587369006963.011
minio,7,8,1GB,0.001466512680053711,701416888969.5608,5587369006963.011
minio,0,8,1GB,0.0016300678253173828,696533670120.8206,5587369006963.011
minio,3,8,1GB,0.0014421939849853516,694683713492.117,5587369006963.011
minio,6,8,1GB,0.0019652843475341797,700783570484.0586,5587369006963.011
pfs,1,8,1B,0.014965295791625977,401.60554527821125,3117.7136632819197
pfs,4,8,1B,0.05011296272277832,378.17286085022585,3117.7136632819197
pfs,2,8,1B,0.04358553886413574,393.2057778872407,3117.7136632819197
pfs,5,8,1B,0.04670095443725586,385.5059911121843,3117.7136632819197
pfs,0,8,1B,0.03795146942138672,406.8720661027087,3117.7136632819197
pfs,7,8,1B,0.04692482948303223,371.85636910185707,3117.7136632819197
pfs,6,8,1B,0.038704633712768555,392.40580004048155,3117.7136632819197
pfs,3,8,1B,0.03585982322692871,388.08925290901055,3117.7136632819197
pfs,5,8,1KB,0.021216392517089844,394970.1183939104,3137711.6848771307
pfs,7,8,1KB,0.02915477752685547,375737.42854933586,3137711.6848771307
pfs,1,8,1KB,0.021091461181640625,388520.33419126715,3137711.6848771307
pfs,4,8,1KB,0.026032209396362305,393236.8430526316,3137711.6848771307
pfs,2,8,1KB,0.005975484848022461,408019.68178065383,3137711.6848771307
pfs,0,8,1KB,0.006127357482910156,394236.80959567707,3137711.6848771307
pfs,3,8,1KB,0.005414724349975586,407353.0374186235,3137711.6848771307
pfs,6,8,1KB,0.026457786560058594,375637.4318950313,3137711.6848771307
pfs,1,8,1MB,0.019489765167236328,396223985.8078808,3169508559.813819
pfs,4,8,1MB,0.02794814109802246,403057157.9363081,3169508559.813819
pfs,2,8,1MB,0.005589723587036133,396740640.28588384,3169508559.813819
pfs,5,8,1MB,0.018436670303344727,398157273.5320212,3169508559.813819
pfs,7,8,1MB,0.02484416961669922,397007300.66162735,3169508559.813819
pfs,0,8,1MB,0.00573277473449707,407723714.5118195,3169508559.813819
pfs,3,8,1MB,0.006297588348388672,375974463.52485836,3169508559.813819
pfs,6,8,1MB,0.029067516326904297,394624023.55341977,3169508559.813819
pfs,1,8,10MB,0.005267620086669922,4177264377.801248,31686546026.38545
pfs,4,8,10MB,0.03597092628479004,3843449873.562832,31686546026.38545
pfs,2,8,10MB,0.016063451766967773,3862448801.911898,31686546026.38545
pfs,5,8,10MB,0.0285952091217041,3895280283.357214,31686546026.38545
pfs,7,8,10MB,0.03968191146850586,3871281637.0215516,31686546026.38545
pfs,0,8,10MB,0.004761219024658203,4201596338.66935,31686546026.38545
pfs,3,8,10MB,0.02218794822692871,3837450211.978916,31686546026.38545
pfs,6,8,10MB,0.03658485412597656,3997774502.082439,31686546026.38545
pfs,1,8,100MB,0.005633354187011719,41405586323.4629,313119226435.8021
pfs,4,8,100MB,0.0737149715423584,40685634087.933174,313119226435.8021
pfs,2,8,100MB,0.006542205810546875,38345789322.46157,313119226435.8021
pfs,5,8,100MB,0.08053064346313477,37164201047.02043,313119226435.8021
pfs,7,8,100MB,0.07453536987304688,37892486063.05397,313119226435.8021
pfs,0,8,100MB,0.011793136596679688,38952415743.1394,313119226435.8021
pfs,3,8,100MB,0.006991147994995117,39037410104.27832,313119226435.8021
pfs,6,8,100MB,0.07414913177490234,39635703744.45233,313119226435.8021
pfs,1,8,1GB,0.004927396774291992,426475026112.4849,3360001217881.9575
pfs,4,8,1GB,0.08445453643798828,414991916456.324,3360001217881.9575
pfs,2,8,1GB,0.024746179580688477,403225478985.71497,3360001217881.9575
pfs,5,8,1GB,0.07919573783874512,419308499041.1508,3360001217881.9575
pfs,7,8,1GB,0.08435463905334473,425058387040.24445,3360001217881.9575
pfs,0,8,1GB,0.005976438522338867,431124935537.8389,3360001217881.9575
pfs,3,8,1GB,0.007734060287475586,418141855099.3057,3360001217881.9575
pfs,6,8,1GB,0.0790548324584961,421675119608.8937,3360001217881.9575

