id,time
0,61595
1,41096
2,61571
3,36446
4,35402
5,57230
6,41623
7,52794
8,53643
9,53654
10,49487
11,25845
12,49392
13,34111
14,61528
15,49940
16,40980
17,28599
18,42598
19,61264
20,50502
21,53615
22,39143
23,53941
24,54816
25,59133
26,42350
27,33669
28,44079
29,34543
30,47458
31,54681
32,27895
33,42660
34,43492
35,42741
36,43743
37,47754
38,46361
39,40957
40,41335
41,58659
42,45879
43,55476
44,40835
45,51260
46,60692
47,58871
48,27254
49,35985
50,52269
51,56666
52,49888
53,48720
54,61511
55,60214
56,56953
57,50593
58,58564
59,48270
60,52731
61,39082
62,48177
63,44509
64,60819
65,37377
66,56815
67,51945
68,46191
69,46883
70,54811
71,45585
72,51198
73,59207
74,46595
75,55541
76,43471
77,50770
78,43242
79,46817
80,58426
81,59246
82,51365
83,30629
84,55416
85,60117
86,46521
87,60465
88,43397
89,61219
90,47203
91,30558
92,25180
93,34990
94,36004
95,45778
96,61364
97,35967
98,60530
99,52044
100,29987
101,57974
102,40246
103,50563
104,51300
105,61334
106,58122
107,60794
108,31159
109,47065
110,36381
111,55971
112,47540
113,33669
114,54428
115,56054
116,57550
117,54052
118,39757
119,52953
120,26189
121,30590
122,53920
123,30869
124,37599
125,50332
126,49674
127,54353
128,60951
129,54587
130,58632
131,56884
132,61586
133,50767
134,40196
135,61164
136,56863
137,59155
138,42814
139,55734
140,39013
141,49355
142,60634
143,58541
144,47668
145,57804
146,46992
147,59954
148,57107
149,41695
150,60168
151,45384
152,26429
153,56123
154,30301
155,60770
156,61143
157,42459
158,51234
159,54694
160,47710
161,54915
162,25354
163,41912
164,54643
165,47005
166,37161
167,55921
168,54393
169,50126
170,44303
171,35634
172,52106
173,60897
174,54381
175,41758
176,58644
177,45621
178,29244
179,50110
180,50513
181,30711
182,58182
183,59164
184,49675
185,50662
186,59487
187,40086
188,50617
189,46809
190,57947
191,49334
192,53544
193,57676
194,50443
195,52713
196,61216
197,55294
198,55244
199,59223
200,53290
201,61060
202,32223
203,49151
204,46653
205,59154
206,60509
207,28044
208,60657
209,45600
210,45469
211,42117
212,51569
213,50895
214,24345
215,58834
216,40204
217,24564
218,27538
219,28457
220,53451
221,25629
222,39986
223,51779
224,42327
225,43658
226,58185
227,35107
228,55417
229,48203
230,47561
231,57507
232,60418
233,59695
234,25719
235,59064
236,43768
237,51455
238,48088
239,55280
240,31110
241,30855
242,46435
243,46040
244,41410
245,24931
246,60903
247,50564
248,57570
249,41789
250,24842
251,43181
252,61087
253,45354
254,46078
255,41333
256,47218
257,53044
258,61528
259,33846
260,60214
261,59807
262,54936
263,49914
264,43217
265,61541
266,49454
267,57247
268,45443
269,31458
270,60505
271,49195
272,51994
273,60638
274,46982
275,52211
276,60042
277,42050
278,60767
279,57556
280,56142
281,55110
282,57103
283,52643
284,60414
285,58291
286,57950
287,42850
288,59301
289,57389
290,44339
291,42162
292,58022
293,51577
294,47119
295,58734
296,24991
297,52631
298,52057
299,61367
300,60568
301,50123
302,57807
303,59564
304,53259
305,60723
306,58118
307,54459
308,44387
309,60870
310,57506
311,51356
312,39434
313,35981
314,52869
315,54436
316,58991
317,61127
318,51842
319,27623
320,47213
321,47282
322,51883
323,38824
324,42479
325,59871
326,48856
327,56320
328,59924
329,31833
330,52574
331,56545
332,45674
333,27134
334,57869
335,36466
336,32970
337,50999
338,60460
339,32548
340,46152
341,52994
342,60534
343,30647
344,35148
345,58521
346,48546
347,42728
348,61190
349,59913
350,38104
351,37042
352,61394
353,58321
354,56150
355,31798
356,29621
357,59284
358,49731
359,33213
360,52769
361,42968
362,47573
363,27846
364,50684
365,58370
366,47005
367,35728
368,54820
369,54517
370,58690
371,60645
372,50373
373,57633
374,27639
375,60984
376,40237
377,45519
378,58604
379,57540
380,55014
381,58641
382,60560
383,50683
384,37922
385,25658
386,60819
387,60167
388,37101
389,57416
390,55478
391,45603
392,38080
393,51220
394,59958
395,57301
396,32067
397,53078
398,41760
399,57224
400,37275
401,32542
402,57577
403,41075
404,54312
405,60800
406,47054
407,57471
408,58172
409,53557
410,55815
411,53884
412,27284
413,55123
414,59780
415,54573
416,52537
417,51267
418,32429
419,43924
420,40046
421,54095
422,32596
423,50867
424,56023
425,45169
426,49894
427,56766
428,51406
429,46955
430,58629
431,25197
432,32940
433,53803
434,31923
435,40515
436,51328
437,34617
438,51297
439,41989
440,54681
441,46280
442,49609
443,52357
444,50038
445,39574
446,56607
447,59965
448,57755
449,60981
450,33640
451,35350
452,60284
453,55314
454,49416
455,45126
456,60167
457,56694
458,45961
459,51221
460,55631
461,57709
462,58014
463,57401
464,61122
465,55614
466,35660
467,55127
468,56757
469,41243
470,44754
471,30703
472,33657
473,59417
474,55962
475,50007
476,51730
477,50680
478,43213
479,50684
480,60372
481,44205
482,58751
483,46869
484,35305
485,51187
486,60796
487,37780
488,59647
489,28692
490,37311
491,29209
492,45649
493,54245
494,45173
495,40254
496,37530
497,55869
498,56657
499,40860
500,55324
501,34922
502,54006
503,46600
504,25219
505,44502
506,55195
507,46346
508,46684
509,33882
510,57769
511,61394
512,53315
513,61528
514,48914
515,51643
516,33304
517,46355
518,28859
519,50832
520,37807
521,42258
522,35107
523,54432
524,60861
525,53854
526,59527
527,47697
528,55560
529,53623
530,52939
531,52909
532,31923
533,46050
534,57447
535,56526
536,43578
537,27200
538,61564
539,55684
540,55451
541,57281
542,60256
543,38139
544,60847
545,56450
546,59061
547,52014
548,60337
549,56196
550,46373
551,54469
552,26717
553,26142
554,51325
555,43730
556,25920
557,56046
558,34995
559,48880
560,46155
561,58707
562,31907
563,56528
564,33305
565,48702
566,36011
567,35254
568,56479
569,26226
570,52525
571,31543
572,43736
573,24420
574,57754
575,31036
576,30438
577,25859
578,45240
579,48014
580,60634
581,52941
582,45811
583,61561
584,59854
585,61413
586,39983
587,54223
588,57944
589,44782
590,46699
591,51343
592,56730
593,54433
594,44998
595,51264
596,29206
597,57706
598,61004
599,44309
600,56357
601,50278
602,36608
603,58402
604,24567
605,61401
606,51492
607,53354
608,35457
609,42128
610,43592
611,60894
612,47391
613,55679
614,48489
615,57222
616,60857
617,44115
618,51908
619,56181
620,44122
621,34039
622,60979
623,60061
624,26275
625,38073
626,55214
627,47131
628,54424
629,48422
630,57588
631,34333
632,59332
633,46005
634,45237
635,53720
636,57236
637,57794
638,57911
639,60838
640,54017
641,56991
642,34585
643,53636
644,42075
645,45411
646,60127
647,50600
648,59496
649,58921
650,53110
651,59047
652,43943
653,61346
654,44657
655,45263
656,44358
657,50879
658,56162
659,33017
660,55201
661,60544
662,60380
663,38251
664,32976
665,28763
666,44210
667,55199
668,52047
669,36752
670,45463
671,59263
672,49590
673,60746
674,60155
675,28907
676,46545
677,31956
678,53274
679,31199
680,27445
681,45214
682,51683
683,61304
684,58200
685,57604
686,50902
687,55089
688,56713
689,55087
690,45376
691,46349
692,55347
693,31647
694,35520
695,47237
696,57457
697,29335
698,48428
699,50288
700,41802
701,54837
702,61330
703,52683
704,26389
705,53327
706,33812
707,49220
708,44275
709,54377
710,44391
711,55830
712,52739
713,40460
714,34892
715,32903
716,54062
717,43306
718,28963
719,33729
720,54311
721,35408
722,59018
723,54057
724,28652
725,57679
726,55337
727,45596
728,48967
729,50358
730,45474
731,36727
732,25300
733,46111
734,33860
735,41656
736,59898
737,50503
738,31888
739,32126
740,36385
741,41816
742,53540
743,60890
744,58890
745,54556
746,25818
747,25624
748,46122
749,35332
750,54691
751,30881
752,60483
753,46286
754,60220
755,59531
756,32970
757,46467
758,41543
759,61434
760,38319
761,47064
762,44689
763,33390
764,24182
765,60809
766,61368
767,57874
768,47632
769,53044
770,52688
771,55084
772,52158
773,61562
774,24401
775,45688
776,53007
777,50355
778,43310
779,57883
780,42632
781,60724
782,54591
783,30328
784,31074
785,24344
786,58864
787,26064
788,50437
789,50857
790,44112
791,52717
792,55373
793,56355
794,35604
795,57128
796,60949
797,59207
798,55905
799,53503
800,45125
801,44560
802,43798
803,25557
804,49343
805,41387
806,47143
807,44159
808,53408
809,56276
810,36700
811,52921
812,57264
813,61299
814,59004
815,26978
816,57759
817,38237
818,52146
819,50639
820,57421
821,42377
822,39945
823,45013
824,46561
825,58317
826,45643
827,56574
828,59839
829,41914
830,61249
831,35084
832,55900
833,61122
834,32541
835,61520
836,43987
837,46422
838,61381
839,40397
840,53273
841,44954
842,44281
843,26037
844,61483
845,61494
846,53043
847,61558
848,42852
849,42000
850,61513
851,58762
852,39160
853,47651
854,41847
855,32429
856,55244
857,54032
858,25954
859,60827
860,60763
861,39445
862,31387
863,35532
864,45932
865,53670
866,35070
867,49840
868,48995
869,58374
870,51117
871,29014
872,58541
873,58672
874,39302
875,30424
876,61120
877,61192
878,45828
879,40930
880,37615
881,44053
882,54882
883,47826
884,30431
885,51098
886,52486
887,53549
888,26222
889,49295
890,58680
891,48591
892,45006
893,30238
894,48269
895,59607
896,46656
897,56664
898,59280
899,60314
900,35604
901,61514
902,50792
903,42928
904,48448
905,58749
906,53857
907,46964
908,47226
909,34799
910,58423
911,27665
912,57509
913,60772
914,36082
915,26087
916,58179
917,56778
918,52933
919,57084
920,25638
921,58917
922,60244
923,31708
924,56990
925,34550
926,54910
927,55356
928,52978
929,53841
930,34804
931,39828
932,56641
933,61082
934,46684
935,46557
936,50384
937,42202
938,46586
939,58022
940,41904
941,47478
942,42557
943,24391
944,60093
945,57682
946,45678
947,27174
948,50210
949,47899
950,57068
951,57487
952,41434
953,56944
954,58125
955,39904
956,43242
957,54671
958,60097
959,43037
960,57134
961,42666
962,61268
963,49242
964,28709
965,58366
966,60538
967,40783
968,57574
969,51394
970,28351
971,50199
972,45585
973,44081
974,42483
975,32794
976,54263
977,42917
978,56061
979,59078
980,48269
