id,time
0,8019
1,7875
2,7965
3,7881
4,7919
5,7939
6,7882
7,7991
8,7905
9,7937
10,7956
11,7929
12,7918
13,8014
14,7910
15,7978
16,7982
17,7951
18,7981
19,8007
20,8007
21,7873
22,7958
23,7906
24,7945
25,8008
26,7875
27,7933
28,7955
29,7989
30,7904
31,7975
32,7981
33,7925
34,7959
35,7963
36,7933
37,8017
38,7984
39,7996
40,7954
41,8011
42,7975
43,7925
44,8005
45,7972
46,7906
47,7941
48,7952
49,7989
50,7861
51,7915
52,7973
53,7977
54,7915
55,7924
56,8015
57,7891
58,7976
59,7973
60,7968
61,7980
62,7999
63,7960
64,8006
65,7891
66,8014
67,7996
68,7988
69,7960
70,7956
71,8011
72,7840
73,7987
74,7894
75,8005
76,7957
77,7977
78,7963
79,7895
80,7868
81,7843
82,7898
83,8000
84,7902
85,7999
86,8000
87,7906
88,7929
89,7966
90,7976
91,7998
92,7932
93,8004
94,7837
95,7939
96,8018
97,7896
98,8001
99,8006
100,7922
101,7943
102,7905
103,8007
104,7997
105,7854
106,7966
107,7944
108,7996
109,8007
110,7945
111,7928
112,7983
113,7885
114,7900
115,7913
116,7930
117,7921
118,7960
119,7963
120,7914
121,7960
122,8014
123,7975
124,7970
125,7904
126,7935
127,7949
128,7993
129,7906
130,7952
131,7930
132,8000
133,8005
134,7932
135,7973
136,7934
137,7929
138,7958
139,7917
140,7928
141,8015
142,7920
143,7987
144,8012
145,7940
146,7890
147,7967
148,7988
149,7846
150,7898
151,7940
152,7965
153,7960
154,7995
155,7941
156,7965
157,7970
158,8008
159,7951
160,7918
161,7948
162,7986
163,8015
164,7982
165,7948
166,7927
167,8001
168,7947
169,7964
170,7998
171,8002
172,7986
173,7942
174,8002
175,7924
176,7996
177,8009
178,8008
179,7895
180,7883
181,7877
182,8019
183,7994
184,7978
185,8012
186,7911
187,7945
188,7993
189,8014
190,8005
191,7967
192,7962
193,7996
194,7976
195,7987
196,7968
197,7922
198,7926
199,7966
200,7937
201,7979
202,7954
203,7919
204,7858
205,7972
206,7965
207,7947
208,7964
209,8002
210,7988
211,7884
212,7988
213,7990
214,7959
215,8018
216,7788
217,7952
218,7985
219,7980
220,7886
221,7925
222,7960
223,7918
224,8007
225,7853
226,7955
227,8011
228,7893
229,7959
230,7930
231,7956
232,7894
233,7983
234,7960
235,7947
236,7954
237,7946
238,7950
239,7907
240,7885
241,8013
242,7959
243,7763
244,7961
245,7990
246,7942
247,7967
248,7916
249,8015
250,7946
251,7766
252,7910
253,7976
254,7965
255,7933
256,7942
257,8005
258,7927
259,7940
260,7944
261,8003
262,7998
263,7921
264,7999
265,8007
266,7986
267,8015
268,7890
269,7883
270,7958
271,7980
272,7891
273,7965
274,7942
275,7984
276,7937
277,7947
278,7969
279,7926
280,7962
281,7848
282,7903
283,7948
284,7857
285,7929
286,7994
287,7963
288,7905
289,7997
290,7941
291,7997
292,7980
293,7907
294,7921
295,7991
296,7987
297,8003
298,7892
299,7996
300,7997
301,7887
302,8014
303,7755
304,7872
305,7921
306,7901
307,7854
308,7935
309,7936
310,7908
311,7995
312,7894
313,7905
314,8010
315,8001
316,7954
317,7733
318,7944
319,7996
320,7974
321,7927
322,7924
323,7952
324,7923
325,7866
326,7943
327,7847
328,7968
329,7927
330,7981
331,7904
332,7911
333,7727
334,7998
335,7947
336,7915
337,7959
338,7995
339,7759
340,7982
341,8013
342,8012
343,7911
344,8009
345,8012
346,8002
347,7776
348,7971
349,7865
350,7950
351,7866
352,7885
353,8010
354,7972
355,7767
356,7908
357,8005
358,7963
359,7919
360,7928
361,7903
362,7962
363,7899
364,7974
365,7840
366,7956
367,7873
368,8006
369,8000
370,7945
371,7948
372,7975
373,7886
374,7963
375,7939
376,7923
377,8007
378,7961
379,7962
380,7928
381,7885
382,7950
383,7877
384,8007
385,8015
386,8001
387,7983
388,7919
389,7964
390,7926
391,7958
392,7939
393,7995
394,7946
395,7956
396,7871
397,7883
398,7935
399,7768
400,7974
401,7941
402,7897
403,7966
404,7924
405,7993
406,7975
407,7766
408,7939
409,7962
410,7880
411,7875
412,7946
413,7912
414,7994
415,7928
416,7897
417,7996
418,7842
419,7926
420,7938
421,7917
422,7988
423,7896
424,8009
425,7991
426,7904
427,7972
428,7999
429,7771
430,8018
431,7950
432,7936
433,7936
434,7920
435,7861
436,7907
437,7994
438,7998
439,8005
440,7984
441,7929
442,8008
443,8011
444,7866
445,7753
446,8007
447,7872
448,7999
449,7952
450,8013
451,7886
452,7859
453,7872
454,8002
455,7944
456,8003
457,7897
458,7989
459,7895
460,7886
461,7921
462,7864
463,7897
464,7884
465,7930
466,7919
467,7827
468,7953
469,7954
470,7906
471,7996
472,7987
473,8001
474,7997
475,7892
476,7979
477,7964
478,7862
479,7993
480,7918
481,7952
482,7924
483,7878
484,7944
485,7987
486,7992
487,7898
488,7966
489,7892
490,8003
491,8007
492,7840
493,7854
494,7874
495,7896
496,7932
497,7864
498,7927
499,7865
500,7965
501,7966
502,7843
503,7848
504,7863
505,7937
506,7949
507,7943
508,8017
509,8006
510,7863
511,7959
512,7945
513,7880
514,8002
515,7822
516,7951
517,7972
518,7973
519,7727
520,7956
521,7934
522,7878
523,7998
524,7922
525,7876
526,7858
527,7940
528,7994
529,7941
530,8012
531,8001
532,7901
533,7846
534,8009
535,7823
536,7998
537,7967
538,7997
539,7963
540,7844
541,7771
542,7931
543,7891
544,7869
545,7992
546,7968
547,7893
548,7882
549,7855
550,7939
551,7857
552,7961
553,7975
554,7912
555,7907
556,7914
557,7886
558,7874
559,7874
560,7956
561,7941
562,7874
563,7704
564,7834
565,7887
566,7847
567,7969
568,7840
569,7807
570,7957
571,7898
572,7893
573,7920
574,7885
575,7878
576,7934
577,7979
578,7809
579,7797
580,7916
581,7997
582,7904
583,7815
584,7925
585,7911
586,7862
587,7877
588,7993
589,7823
590,7963
591,7922
592,7998
593,7956
594,7933
595,7940
596,7900
597,7953
598,7949
599,7873
600,7905
601,7997
602,7953
603,7964
604,8000
605,7825
606,7912
607,7930
608,8001
609,7931
610,8000
611,7833
612,7876
613,7974
614,7951
615,7681
616,8007
617,7868
618,8006
619,7986
620,7822
621,7868
622,7874
623,7912
624,7962
625,7904
626,7918
627,7899
628,7974
629,7928
630,7927
631,7850
632,7824
633,8008
634,7975
635,7949
636,7944
637,7697
638,7907
639,7921
640,8011
641,7965
642,7872
643,7867
644,7915
645,7855
646,7944
647,7882
648,8008
649,7885
650,7999
651,8014
652,7979
653,7737
654,7890
655,7910
656,8008
657,7985
658,7864
659,7924
660,7850
661,7794
662,7925
663,7945
664,7925
665,7921
666,7895
667,7848
668,7981
669,7860
670,8000
671,7917
672,7996
673,7904
674,7903
675,7891
676,7890
677,7964
678,8001
679,7919
680,8001
681,7942
682,7956
683,8003
684,7781
685,7801
686,7903
687,7914
688,7983
689,7992
690,7990
691,7827
692,7943
693,7883
694,7905
695,7954
696,7892
697,7903
698,7905
699,8000
700,7985
701,7886
702,7930
703,7942
704,7976
705,7831
706,7856
707,7894
708,7992
709,8017
710,8016
711,7891
712,7844
713,7954
714,8001
715,7905
716,7929
717,7902
718,7938
719,7864
720,7924
721,7969
722,7958
723,8002
724,7904
725,7826
726,7983
727,7832
728,8002
729,7975
730,7885
731,7886
732,7970
733,7817
734,7992
735,7991
736,8017
737,7890
738,7959
739,7902
740,7993
741,7811
742,7989
743,7873
744,7966
745,7906
746,7983
747,7979
748,7945
749,7939
750,7925
751,7922
752,7914
753,8008
754,8012
755,7982
756,7905
757,8013
758,7836
759,8002
760,8013
761,8009
762,7964
763,7913
764,7943
765,7981
766,8014
767,7885
768,8002
769,7882
770,7932
771,7989
772,7930
773,7952
774,8009
775,7868
776,7997
777,7915
778,7921
779,7750
780,7854
781,7898
782,8012
783,7930
784,7907
785,7961
786,7920
787,7887
788,7817
789,7847
790,7933
791,8004
792,7958
793,7962
794,7927
795,7810
796,8001
797,7978
798,8013
799,7875
800,7901
801,7881
802,7865
803,7938
804,7977
805,7903
806,7980
807,7979
808,8002
809,7916
810,7960
811,7965
812,7899
813,7966
814,7978
815,7908
816,7858
817,7937
818,7944
819,7960
820,7896
821,7915
822,7876
823,7949
824,7961
825,7950
826,7964
827,7871
828,7847
829,7860
830,7877
831,7797
832,7995
833,7967
834,7884
835,7958
836,7915
837,7932
838,7861
839,7955
840,8001
841,7997
842,7992
843,7916
844,7868
845,7904
846,7889
847,7823
848,7892
849,8012
850,7884
851,7933
852,7857
853,7701
854,7960
855,7981
856,7882
857,7950
858,7934
859,7887
860,7966
861,7891
862,7938
863,7882
864,7818
865,7921
866,7961
867,7938
868,7976
869,7729
870,7865
871,8010
872,7816
873,7906
874,7892
