,date,idle_cpus,partially_idle_cpus,partially_free_mem,free_mem,allocated_nodes,idle_nodes,other_nodes,total_nodes
0,19-03-22 03:06:43,0.12281059063136457,0.12281059063136457,0.7389131187633842,0.07178661321036837,6532,428,281,7241
1,29-03-22 21:37:29,0.14721810216963885,0.14721810216963885,0.6741293279917451,0.17737110840008122,5387,1402,452,7241
2,25-03-22 13:48:35,0.02452499663118178,0.02452499663118178,0.8244439470891708,0.016859325844996893,6870,136,235,7241
3,31-03-22 07:25:36,0.04231162632117286,0.04231162632117286,0.7847551872639253,0.021345538075109697,6737,169,335,7241
4,25-03-22 08:44:32,0.008602004876727173,0.008602004876727173,0.8450015078239548,0.005394449320385351,6924,40,277,7241
5,26-03-22 02:40:33,0.02394038506929224,0.02394038506929224,0.8197311258362916,0.02509253396368105,6809,196,236,7241
6,22-03-22 07:25:08,0.010720586239652599,0.010720586239652599,0.75802262748636,0.007021547020664175,6900,59,282,7241
7,30-03-22 12:21:01,0.050100405023654745,0.050100405023654745,0.7512825623555576,0.05622940064648089,6481,446,314,7241
8,28-03-22 09:46:28,0.014040833391401296,0.014040833391401296,0.7260496903710674,0.013888007272669277,6623,112,506,7241
9,20-03-22 17:39:34,0.07106598984771574,0.07106598984771574,0.6925857605346571,0.07849091150601516,6318,566,357,7241
10,27-03-22 17:55:05,0.0219018574993069,0.0219018574993069,0.7105443865853561,0.01911869914969782,6624,144,473,7241
11,23-03-22 01:50:35,0.033757272358273575,0.033757272358273575,0.7965036523870116,0.03551833691074466,6678,298,265,7241
12,26-03-22 06:26:24,0.03892553227845938,0.03892553227845938,0.8108311252954672,0.04650875756048387,6520,353,368,7241
13,28-03-22 12:29:39,0.047800566725138306,0.047800566725138306,0.7282696425661662,0.03938320119847018,6565,444,232,7241
14,26-03-22 22:58:17,0.016403526758253024,0.016403526758253024,0.811225070446485,0.010577511521297048,6786,104,351,7241
15,28-03-22 12:03:45,0.08300208852657819,0.08300208852657819,0.6925470173614366,0.07525068610488456,6418,599,224,7241
16,30-03-22 14:21:10,0.21183863774579365,0.21183863774579365,0.5880661576791195,0.2621114121942971,4958,2026,257,7241
