,date,idle_cpus,partially_idle_cpus,partially_free_mem,free_mem,allocated_nodes,idle_nodes,other_nodes,total_nodes
0,30-03-22 01:39:20,0.03036609915043161,0.03036609915043161,0.803181814052522,0.03389931702227248,6645,258,338,7241
1,18-03-22 08:10:12,0.12372448979591837,0.12372448979591837,0.7269306529263367,0.10097765978063525,6100,934,207,7241
2,25-03-22 02:37:07,0.026010877275951763,0.026010877275951763,0.8310403249959354,0.023898840950514706,6773,210,258,7241
3,23-03-22 22:45:45,0.01817813218002433,0.01817813218002433,0.8233686010363582,0.019476499048705753,6826,151,264,7241
4,26-03-22 04:32:48,0.04187898626531232,0.04187898626531232,0.8123888275082437,0.043397630033521234,6664,337,240,7241
5,29-03-22 00:06:52,0.006802030456852792,0.006802030456852792,0.8101437588199545,0.004866919548280989,6927,39,275,7241
6,29-03-22 19:02:59,0.022693249863908548,0.022693249863908548,0.8179791265411644,0.023712868809454776,6743,180,318,7241
7,30-03-22 18:40:28,0.08350843896156714,0.08350843896156714,0.7018034374586617,0.08873493137623757,6254,707,280,7241
8,21-03-22 14:16:12,0.01831588162014747,0.01831588162014747,0.8132946114423946,0.012262950497551082,6933,73,235,7241
9,18-03-22 07:04:37,0.01440629131215891,0.01440629131215891,0.7570528603798728,0.010671790224212706,6902,61,278,7241
10,21-03-22 15:31:15,0.017907729664103603,0.017907729664103603,0.7734503290390657,0.016558980765580187,6851,145,245,7241
11,26-03-22 11:32:53,0.09774055185923199,0.09774055185923199,0.7137506423141606,0.1199556001672368,6053,938,250,7241
12,28-03-22 02:28:19,0.06246087500869444,0.06246087500869444,0.7146613214253505,0.032945623188559564,6506,242,493,7241
13,22-03-22 06:53:44,0.009927828414596957,0.009927828414596957,0.7540328174511582,0.0060606359619956975,6916,51,274,7241
14,30-03-22 21:06:12,0.24727642966231123,0.24727642966231123,0.564453309979866,0.2690303544904968,4633,2314,294,7241
15,20-03-22 15:39:57,0.010237271886876434,0.010237271886876434,0.8144258894581898,0.00862265885316944,6842,57,342,7241
16,30-03-22 16:49:57,0.02522632489065202,0.02522632489065202,0.7402920606700849,0.019032529437530598,6813,150,278,7241
17,28-03-22 18:23:04,0.021214264067077482,0.021214264067077482,0.7722017113119375,0.018789959210573495,6859,148,234,7241
18,26-03-22 23:14:55,0.025755764304013662,0.025755764304013662,0.8000082567399703,0.02501178698391041,6689,205,347,7241
19,21-03-22 16:31:43,0.005868069607446378,0.005868069607446378,0.8034005253843128,0.0037021468511140372,6964,32,245,7241
20,20-03-22 15:01:34,0.029547711165131645,0.029547711165131645,0.7884307948419829,0.033263459915684926,6648,251,342,7241
21,28-03-22 16:35:12,0.05073716319267921,0.05073716319267921,0.7373781061698622,0.05758684343944724,6518,465,258,7241
22,19-03-22 16:05:36,0.25140674555809434,0.25140674555809434,0.6134980641805247,0.13467721892444698,6093,837,311,7241
23,28-03-22 22:40:06,0.011860111505321845,0.011860111505321845,0.7836959875154964,0.009800127569488531,6904,75,262,7241
24,18-03-22 14:02:47,0.017023445463812438,0.017023445463812438,0.8408401073903978,0.01667833066308871,6807,127,307,7241
25,26-03-22 18:55:36,0.03783986116309933,0.03783986116309933,0.7601006994080208,0.03780259829389967,6623,308,310,7241
26,26-03-22 11:27:52,0.0655887118552525,0.0655887118552525,0.7526232650758923,0.08040174176124709,6373,621,247,7241
27,29-03-22 01:39:16,0.02264240613755177,0.02264240613755177,0.8069459367101666,0.016333531060332526,6815,142,284,7241
28,18-03-22 22:13:08,0.012357382266310052,0.012357382266310052,0.7394343403483303,0.010981779633055985,6882,93,266,7241
29,30-03-22 17:18:24,0.11055685635752825,0.11055685635752825,0.6300061686666993,0.12480632235658978,5939,1014,288,7241
30,19-03-22 22:04:58,0.26584308773845683,0.26584308773845683,0.6362469483612657,0.1440628037610692,6027,896,318,7241
31,21-03-22 20:56:19,0.046261540022319164,0.046261540022319164,0.7387708758065262,0.053359474529801394,6561,416,264,7241
32,23-03-22 13:43:17,0.032007531183807954,0.032007531183807954,0.8232939429200329,0.024511647608208995,6809,211,221,7241
33,27-03-22 09:45:50,0.011593504885097014,0.011593504885097014,0.8106964110815726,0.010675049408842872,6751,80,410,7241
34,29-03-22 10:48:59,0.039778263060641694,0.039778263060641694,0.7947638747188808,0.04677512714716396,6665,362,214,7241
35,17-03-22 22:00:23,0.10400947386229065,0.10400947386229065,0.6811790256008023,0.08507058543673092,6287,686,268,7241
36,26-03-22 12:09:26,0.011721784954227613,0.011721784954227613,0.814392597917178,0.011586432750438518,6900,89,252,7241
37,25-03-22 15:48:33,0.027697186424667702,0.027697186424667702,0.8180199188640974,0.02526182555780933,6813,185,243,7241
38,18-03-22 13:12:26,0.008720245109592269,0.008720245109592269,0.8475252230764316,0.007462510381838703,6958,62,221,7241
39,27-03-22 22:35:58,0.014556698165647582,0.014556698165647582,0.7836237353882796,0.012585103995872675,6657,97,487,7241
40,29-03-22 19:51:46,0.11403986123392966,0.11403986123392966,0.6994048403782157,0.09711220719900675,5827,1095,319,7241
41,21-03-22 07:58:11,0.1337297745816623,0.1337297745816623,0.6635360167392049,0.1401793032113,5546,1267,428,7241
42,24-03-22 05:04:52,0.007866006645419407,0.007866006645419407,0.8276153800841708,0.0056739724166160735,6906,43,292,7241
43,19-03-22 04:47:23,0.1484449273393997,0.1484449273393997,0.6396480593058863,0.08901349732322499,6436,521,284,7241
44,28-03-22 06:16:52,0.14075491389806924,0.14075491389806924,0.6905939735132142,0.06734074227395036,6257,488,496,7241
45,20-03-22 08:15:03,0.24964082917151262,0.24964082917151262,0.6215518563930216,0.12697045337731314,6054,854,333,7241
46,26-03-22 11:42:52,0.02803485779909478,0.02803485779909478,0.7929479818955927,0.030471435448963136,6742,248,251,7241
47,30-03-22 02:04:17,0.03221513155649592,0.03221513155649592,0.8035687044695541,0.038126245868733886,6597,306,338,7241
48,23-03-22 00:27:12,0.03825616762419736,0.03825616762419736,0.7892343354694543,0.04123609059892723,6632,351,258,7241
49,23-03-22 12:07:34,0.012843851132686084,0.012843851132686084,0.8419656597290742,0.011705820367527523,6913,89,239,7241
50,19-03-22 13:50:41,0.16725178090596135,0.16725178090596135,0.6148409266801917,0.09422486499344143,6348,587,306,7241
51,19-03-22 12:06:19,0.17717850811400518,0.17717850811400518,0.6204145214939625,0.10916308958310168,6233,704,304,7241
52,21-03-22 06:55:10,0.1774960380348653,0.1774960380348653,0.6519206275850813,0.22057947714916862,5184,1663,394,7241
53,27-03-22 22:57:32,0.023280055594162612,0.023280055594162612,0.7459101757589309,0.02683483459464619,6536,217,488,7241
54,31-03-22 04:49:05,0.042451063829787236,0.042451063829787236,0.7577415556981495,0.03677646209423695,6632,285,324,7241
55,20-03-22 12:11:31,0.174804821257362,0.174804821257362,0.6641168240211701,0.0903904293629049,6269,629,343,7241
56,26-03-22 03:34:17,0.1531018206338503,0.1531018206338503,0.6807780125307145,0.1733246677209923,5665,1339,237,7241
57,21-03-22 10:00:17,0.039784686518753665,0.039784686518753665,0.779287958302876,0.04986225338295112,6458,376,407,7241
58,23-03-22 15:58:26,0.03702077351798683,0.03702077351798683,0.8266544557416268,0.0250492758885851,6801,197,243,7241
59,23-03-22 01:38:29,0.03963756066107849,0.03963756066107849,0.784962900629299,0.04711701431633681,6581,363,297,7241
60,23-03-22 07:09:11,0.051434759068760154,0.051434759068760154,0.793330883777053,0.044207845635961945,6594,380,267,7241
61,30-03-22 17:57:34,0.12013811313090281,0.12013811313090281,0.6892817234003104,0.13910015957410282,5912,1055,274,7241
62,21-03-22 11:35:49,0.008259468170829976,0.008259468170829976,0.8159309085371249,0.005451743855625055,6982,50,209,7241
63,31-03-22 07:13:51,0.05479031708148653,0.05479031708148653,0.7413860345855076,0.040806295295848546,6591,315,335,7241
