,date,idle_cpus,partially_idle_cpus,partially_free_mem,free_mem,allocated_nodes,idle_nodes,other_nodes,total_nodes
0,22-03-22 19:15:16,0.017623534196434622,0.017623534196434622,0.8253781983563283,0.016979783319336653,6808,147,286,7241
1,27-03-22 21:47:53,0.011426388358281527,0.011426388358281527,0.770211245803261,0.007200009892865566,6700,55,486,7241
2,21-03-22 01:26:17,0.035736418095434826,0.035736418095434826,0.6835782539575896,0.019971204243300476,6574,278,389,7241
3,24-03-22 14:05:05,0.008377529304462386,0.008377529304462386,0.8406088851658945,0.0057323328356968925,6933,44,264,7241
4,27-03-22 08:37:34,0.023960947437175563,0.023960947437175563,0.791550869705759,0.01734082331562762,6654,184,403,7241
5,20-03-22 21:52:34,0.014546580006190035,0.014546580006190035,0.7386730383512711,0.008858697310259404,6740,119,382,7241
6,19-03-22 12:26:33,0.2170357751277683,0.2170357751277683,0.5997470639018678,0.1359521500656104,6046,893,302,7241
7,30-03-22 12:43:18,0.11577664149537774,0.11577664149537774,0.6734524564197448,0.12021154269035385,5896,1063,282,7241
8,22-03-22 03:41:01,0.04820297415399207,0.04820297415399207,0.7321890867790333,0.03396889022760799,6654,314,273,7241
9,22-03-22 23:41:40,0.03632615821309093,0.03632615821309093,0.801306208883163,0.031566563798778424,6748,236,257,7241
10,27-03-22 08:40:53,0.008801485250636044,0.008801485250636044,0.7987582264434503,0.0079189195092968,6774,63,404,7241
11,18-03-22 00:23:39,0.17742593095949988,0.17742593095949988,0.654620360347627,0.14506441304325343,5640,1294,307,7241
12,20-03-22 22:39:03,0.008359995871606978,0.008359995871606978,0.7099893276600197,0.0034285829504137277,6800,57,384,7241
13,28-03-22 20:07:18,0.009643690995837987,0.009643690995837987,0.7822504784030893,0.008012184817418415,6916,65,260,7241
14,29-03-22 10:20:25,0.022343928499428803,0.022343928499428803,0.8024131337054584,0.0237047605512262,6847,179,215,7241
15,22-03-22 00:34:04,0.031380115771300905,0.031380115771300905,0.7534099776054091,0.01908872891390524,6708,263,270,7241
16,29-03-22 07:04:08,0.008679731470807622,0.008679731470807622,0.8297769684477374,0.007064114073829474,6902,51,288,7241
17,28-03-22 05:40:24,0.1487910941033223,0.1487910941033223,0.7045990693712484,0.07593424653656794,6180,565,496,7241
18,19-03-22 09:52:24,0.1575076608784474,0.1575076608784474,0.5786302228442244,0.09424495424695876,6418,526,297,7241
19,24-03-22 18:16:19,0.029542996214169823,0.029542996214169823,0.8212328117125505,0.03560364650511228,6720,279,242,7241
20,29-03-22 08:49:17,0.02528470715835141,0.02528470715835141,0.8093779358766708,0.018481754149773554,6782,168,291,7241
21,25-03-22 12:37:49,0.02865416343984646,0.02865416343984646,0.7995301111154703,0.026246234458077534,6802,205,234,7241
22,19-03-22 08:33:50,0.14376191773358757,0.14376191773358757,0.6002057288035817,0.08528765584146214,6464,483,294,7241
23,20-03-22 04:57:21,0.31593885716239783,0.31593885716239783,0.5958861074033929,0.16607651663455875,5836,1073,332,7241
24,18-03-22 08:27:09,0.15473952738990332,0.15473952738990332,0.6825454615771687,0.17301051944431223,5748,1286,207,7241
25,20-03-22 05:50:31,0.2904968710460623,0.2904968710460623,0.6005579123475234,0.18140631420323755,5706,1203,332,7241
26,28-03-22 03:42:54,0.0854855551688131,0.0854855551688131,0.7080967708099132,0.04158412305284644,6450,290,501,7241
27,24-03-22 20:44:09,0.006639255864114317,0.006639255864114317,0.8443059456269016,0.004150956329662107,6967,31,243,7241
28,21-03-22 01:09:42,0.012080816496563215,0.012080816496563215,0.7082638308511489,0.008331564738480846,6728,72,441,7241
29,21-03-22 02:39:06,0.018700278954437443,0.018700278954437443,0.7203572479318063,0.010373241729844497,6744,103,394,7241
30,22-03-22 20:36:30,0.03152240016217312,0.03152240016217312,0.7925159801227561,0.019759076161860005,6757,229,255,7241
31,28-03-22 10:58:50,0.04678834324896642,0.04678834324896642,0.6989414113635628,0.04609962055634713,6659,366,216,7241
32,18-03-22 08:18:38,0.16944146079484426,0.16944146079484426,0.6715642828486138,0.18381042985563814,5672,1362,207,7241
33,19-03-22 05:47:21,0.17380823034089365,0.17380823034089365,0.6185551538554757,0.10216084371054561,6259,698,284,7241
34,21-03-22 18:01:37,0.05074596569572719,0.05074596569572719,0.7382601031840078,0.05063945103432665,6547,430,264,7241
35,24-03-22 18:25:08,0.026396417629036058,0.026396417629036058,0.8253998157256017,0.030505986785136906,6767,241,233,7241
36,27-03-22 09:52:28,0.0925002579003473,0.0925002579003473,0.7188372244915792,0.09282005286266629,6063,772,406,7241
37,28-03-22 15:32:38,0.01711888490425604,0.01711888490425604,0.7869991255036791,0.02080110185682013,6836,160,245,7241
38,21-03-22 21:01:26,0.03769760843129307,0.03769760843129307,0.7511342581892205,0.04019019938673939,6678,310,253,7241
39,29-03-22 20:40:09,0.03441812915317771,0.03441812915317771,0.7787823856265675,0.034640140966877106,6639,266,336,7241
40,26-03-22 10:11:38,0.03518863136525122,0.03518863136525122,0.7857805041152264,0.03819892403978052,6651,320,270,7241
41,29-03-22 02:44:27,0.019427991199864613,0.019427991199864613,0.8079623124980152,0.017691666788256327,6831,133,277,7241
42,23-03-22 04:59:03,0.011129528771015865,0.011129528771015865,0.8224923664285684,0.006562508302017765,6894,81,266,7241
43,23-03-22 23:14:13,0.013820836008515528,0.013820836008515528,0.8335834075138987,0.0062266031355460985,6870,106,265,7241
44,20-03-22 03:54:11,0.3194225901347746,0.3194225901347746,0.6121807188309587,0.17508906861922224,5808,1100,333,7241
45,30-03-22 01:59:20,0.02181271154569387,0.02181271154569387,0.8271279121203184,0.026671184103249083,6683,202,356,7241
46,21-03-22 18:18:30,0.06470230862697449,0.06470230862697449,0.7234123546379829,0.06524984858568766,6479,513,249,7241
47,23-03-22 11:16:51,0.03153745072273324,0.03153745072273324,0.8159837879086632,0.033277775786085415,6735,272,234,7241
48,28-03-22 23:15:03,0.028934010152284265,0.028934010152284265,0.7505950207386959,0.026414126262262097,6717,249,275,7241
49,25-03-22 20:28:23,0.009524450577188436,0.009524450577188436,0.8318899716105271,0.008060862596656351,6952,62,227,7241
50,20-03-22 20:08:49,0.014381328299296378,0.014381328299296378,0.7381009167295982,0.011598076336488168,6802,75,364,7241
51,21-03-22 08:35:20,0.17281694026762312,0.17281694026762312,0.6517564110519798,0.21689272101643392,5191,1646,404,7241
52,19-03-22 02:36:40,0.2010183299389002,0.2010183299389002,0.6304764533914472,0.18232572708242387,5602,1358,281,7241
53,25-03-22 22:44:29,0.030831369909121508,0.030831369909121508,0.8022478470510995,0.03176651802082179,6736,277,228,7241
54,27-03-22 12:18:46,0.019099496655864304,0.019099496655864304,0.7764353577420638,0.013411573430435293,6710,102,429,7241
55,27-03-22 19:20:03,0.07212421585277094,0.07212421585277094,0.7012624014391625,0.048807598040296905,6452,315,474,7241
56,28-03-22 22:30:04,0.03308972797401543,0.03308972797401543,0.7556759368058117,0.0374582522106816,6682,290,269,7241
57,18-03-22 06:37:57,0.08063203580632036,0.08063203580632036,0.7370142561696003,0.09461641078449728,6242,720,279,7241
58,20-03-22 08:21:40,0.25043770812592264,0.25043770812592264,0.6141725003086737,0.12782930478000698,6026,847,368,7241
59,24-03-22 13:49:55,0.01506604060399284,0.01506604060399284,0.8363205331133797,0.011304374918095552,6893,84,264,7241
60,23-03-22 22:44:05,0.01695144188559465,0.01695144188559465,0.8304406916102394,0.017540671752615086,6844,139,258,7241
61,27-03-22 21:52:51,0.01799048379814538,0.01799048379814538,0.7692271883327784,0.008376739753155338,6679,76,486,7241
62,20-03-22 00:41:28,0.29265876404878216,0.29265876404878216,0.6080804570429894,0.20587130356391195,5566,1349,326,7241
